name,address,lat,lng,rating,userRatingCount,priceLevel,website,genAI
Taquería Chalmita Ayuujk,"Antigua Calz. de Guadalupe, San Marcos, Azcapotzalco, 02020 Ciudad de México, CDMX, Mexico",19.489619899999997,-99.18594689999999,4.1,21,,,
Taqueria Don Pedrito's,"Prol. Miguel Lerdo de Tejada, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.4796145,-99.1865653,4.9,49,,,
Tacos El Amigo/El Chino,"Av. Azcapotzalco, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.4819147,-99.18628079999999,4,652,PRICE_LEVEL_MODERATE,,
Tacos El Dorado,"Av. 22 de Febrero 308, San Marcos, Azcapotzalco, 02020 Ciudad de México, CDMX, Mexico",19.4883885,-99.18182739999999,4.2,16,,,
Los Tacos Tacos,"cerca de Av Azcapotzalco 574, Centro Azcapotzalco, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.4795259,-99.1862342,4.7,3,,,
Tacos de canasta Vicky,"Calz. San Sebastián 117, Sta Maria Maninalco, Azcapotzalco, 02050 Ciudad de México, CDMX, Mexico",19.4805563,-99.179904,4.6,34,,,
Tacos el Chino,"Av. Azcapotzalco, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.481868,-99.1862981,2.3,21,,,
El Taco Ranchero,"Calle Belisario Domínguez 206, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.4819294,-99.1842861,4,7,,,
""" TACOS EL VALE ""","Rayon & Esperanza, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.482204799999998,-99.1852633,5,2,,,
Tacos de Birria Los Oaxacos,"Av. Azcapotzalco ext#603, int. #201, Centro de Azcapotzalco, Azcapotzalco, 02000 Ciudad de México, CDMX, Mexico",19.480381599999998,-99.18646629999999,3,5,,,
Tacos López,"Av. 22 de Febrero 340, Los Reyes, Azcapotzalco, 02010 Ciudad de México, CDMX, Mexico",19.4843996,-99.18299999999999,,,,,
Tacos de carne y comida corrida,"Capilla de los Reyes 59, Los Reyes, Azcapotzalco, 02010 Ciudad de México, CDMX, Mexico",19.484958499999998,-99.1833444,1,1,,,
"Tacos ""El tío""","Calz. Azcapotzalco - La Villa 250, Santo Tomas, Azcapotzalco, 02020 Ciudad de México, CDMX, Mexico",19.488428499999998,-99.1794927,4.3,21,,,
Tacos Diegolin,"Antigua Calz. de Guadalupe 83, San Marcos, Azcapotzalco, 02020 Ciudad de México, CDMX, Mexico",19.489155099999998,-99.1830631,3,4,,,
Taquería América,"Wake, Libertad, Azcapotzalco, 02050 Ciudad de México, CDMX, Mexico",19.479162,-99.1794193,4.7,129,,,https://www.facebook.com/Taquer%C3%ADa-Am%C3%A9rica-2301872643402479/
Tortas y Tacos Ferreria,"Cerrada de las granjas, esquina antiguas, Antigua Calz. de Guadalupe s/n, El Jaguey, Azcapotzalco, 02519 Ciudad de México, CDMX, Mexico",19.4906272,-99.1726035,4.3,4298,PRICE_LEVEL_INEXPENSIVE,,
Tacos suavecitos,"Tasmania 400, Cosmopolita, Azcapotzalco, 02670 Ciudad de México, CDMX, Mexico",19.4759594,-99.163551,,,,,https://www.order.store/store/tacos-suavecitos/sMbsl3KmXAGrpoZU3eb-iw
Tacos LOS ASESINAS,"Avenida Ceylan 393, Potrero del Llano, Azcapotzalco, 02660 Ciudad de México, CDMX, Mexico",19.4761868,-99.162431,5,2,,,
Tacos El MORENO,"Av. Central Calle 8, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.4764127,-99.1574832,4.6,250,,,
Tacos Vic,"C. 10 264-y19, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.475544199999998,-99.1557785,4.7,297,,,
Tacos Don Toño,"C. 27 269, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.4781917,-99.1555885,4.5,226,,,
Taqueria El Rinconcito Mixe,"estamos sobre calle 10, Av. Central 235, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.476328799999997,-99.1557718,4.1,113,,,
super tacos ricks,"Av. Central 186, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.475814099999997,-99.15414,5,4,,,https://www.facebook.com/SUPER-TACOS-RICKS-Tortas-105216314983290
Tacos de cabeza ELENITA,"C. 27 164, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.4774426,-99.15171140000001,4.3,42,,,
TACOS Y QUESADILLAS ELOHIM,"C. E 46, Potrero del Llano, Azcapotzalco, 02680 Ciudad de México, CDMX, Mexico",19.4756174,-99.16166969999999,3.8,13,,,
Don Jaime eLao Tacos,"Fundidores 240, Trabajadores de Hierro, Azcapotzalco, 02650 Ciudad de México, CDMX, Mexico",19.4791897,-99.1550687,5,2,,,http://www.donjaimetacos.com/
Tacos Wences,"Moldeadores, C. 12 3, Trabajadores de Hierro, Azcapotzalco, 02650 Ciudad de México, CDMX, Mexico",19.4783354,-99.15343449999999,5,3,,,
"Tacos ""El Barto""","C. 10, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.4780046,-99.15536329999999,4.6,690,PRICE_LEVEL_INEXPENSIVE,,
Tacos de barriga Via Vallejo,"Pte 122, Industrial Vallejo, Azcapotzalco, 07729 Ciudad de México, CDMX, Mexico",19.486551499999997,-99.1559334,4.3,23,,,
Super Tacos 🌮,"Norte 45 922-856, Industrial Vallejo, Azcapotzalco, 02300 Ciudad de México, CDMX, Mexico",19.4907327,-99.160355,,,,,
Taquería La Tapatía,"Pte. 112 #855, Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.4790993,-99.1474824,4.3,6114,PRICE_LEVEL_MODERATE,,https://www.facebook.com/TaqueriasLaTapatia
TAQUERIA LA TAQUIZA,"Eje Central Lázaro Cárdenas 523, Valle del Tepeyac, Gustavo A. Madero, 07740 Ciudad de México, CDMX, Mexico",19.4890895,-99.1441004,4.5,590,PRICE_LEVEL_MODERATE,,
"Taqueria ""El Jarocho""","Av. Hospital Benito Juárez, Magdalena de las Salinas, Gustavo A. Madero, 07770 Ciudad de México, CDMX, Mexico",19.477472700000003,-99.13888,3.3,37,,,
Tacos de tripa,"C. 23 70-34, Pro Hogar, Azcapotzalco, 02600 Ciudad de México, CDMX, Mexico",19.4755254,-99.1470392,5,2,,,
"Taco de carnitas ""El pepe""","Art. 27 Constitucional 59, San Bartolo Atepehuacan, Gustavo A. Madero, 07730 Ciudad de México, CDMX, Mexico",19.490283899999998,-99.14097199999999,4.5,4,,,
Tacos la güera,"07380, Nte. 1-C 519, Maximino Avila Camacho, Gustavo A. Madero, 07380 Ciudad de México, CDMX, Mexico",19.480570699999998,-99.1371095,4,2,,,
La Bicla Estación de Tacos ️,"Pte 122 340, Lindavista Vallejo III Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",19.484823,-99.1473996,4.4,123,,,https://www.facebook.com/labiclaestacion/
"Tacos""Vic""","José Guadalupe López Velarde, Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.4811647,-99.1397188,4.8,6,,,
"Tacos ""La Pasadita""","Eje Central Lázaro Cárdenas, Panamericana, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.4776992,-99.1395421,4.4,5,,,
El Taco T,"Av. Sur de Los 100 Metros 89, Lindavista Vallejo III Secc, Gustavo A. Madero, 07750 Ciudad de México, CDMX, Mexico",19.4839614,-99.1480557,4.4,139,PRICE_LEVEL_INEXPENSIVE,,
Birria Y Tacos La 112,"Pte. 112 201, Panamericana, Gustavo A. Madero, 07770 Ciudad de México, CDMX, Mexico",19.4773697,-99.14188589999999,4.6,20,,,
Tacos El Paisa,"Av Instituto Politécnico Nacional, Maximino Avila Camacho, Gustavo A. Madero, 07380 Ciudad de México, CDMX, Mexico",19.479542199999997,-99.1361474,4.6,522,PRICE_LEVEL_INEXPENSIVE,,
El Rebaño Sagrado,"Real del Monte 255-261, Guadalupe Insurgentes, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4778424,-99.12958569999999,4.5,2680,PRICE_LEVEL_INEXPENSIVE,,
La Parrilla Suiza,"Av. Montevideo 121, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4878757,-99.1251595,4.2,1961,PRICE_LEVEL_MODERATE,,
Tacos El Ranchito,"Av Necaxa 131, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4767808,-99.1259594,4.7,111,,,
Taquería El Pollo,"Av. Insurgentes Nte. 1190, Capultitlan, Gustavo A. Madero, 07370 Ciudad de México, CDMX, Mexico",19.477916099999998,-99.1330608,5,5,,,
Tacos @mrrick2077,"Av. Insurgentes Nte., Capultitlan, Gustavo A. Madero, 07370 Ciudad de México, CDMX, Mexico",19.4766825,-99.13349799999999,4.2,22,,,
Tommy Tacos,"Av Instituto Politécnico Nacional S/N, Lindavista, Gustavo A. Madero, 07333 Ciudad de México, CDMX, Mexico",19.4894593,-99.1336285,4.6,222,,,
Safari,"Av. Montevideo 160, Lindavista Sur, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4881015,-99.12677479999999,4.3,407,PRICE_LEVEL_INEXPENSIVE,,
Taqueria El Pastor de Lindavista,"Av Instituto Politécnico Nacional 1678C, Lindavista Sur, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.488138,-99.1342257,4.1,2132,PRICE_LEVEL_MODERATE,,
Taqueria Teresita,"Constancia 118-C esq., Río Blanco, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.477974,-99.124545,4.3,361,,,
Taquería Lindavista,"Av. Montevideo, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4870706,-99.1305986,4.4,189,,,https://m.facebook.com/taqueriaelpaisalindavista/?locale2=es_LA
Tacos de canasta Lyla,"Riobamba 305, Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.4850583,-99.1308188,5,2,,,
El Taco Ranchero,"La Constancia 76 B, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4766442,-99.12503919999999,4.5,1178,,,
Taquería Emily,"Av Necaxa 114, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4763014,-99.1251784,4.3,278,PRICE_LEVEL_INEXPENSIVE,,
"Tacos ""Los fénix de río bamba""","Riobamba 639-657, Magdalena de las Salinas, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4838791,-99.13096139999999,4.8,30,,,
Tacos de carnitas,"Av Instituto Politécnico Nacional 51308, Maximino Avila Camacho, Gustavo A. Madero, 07380 Ciudad de México, CDMX, Mexico",19.480685599999997,-99.13568149999999,3,2,,,
Taco Beef,"Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.485657,-99.1300876,3.4,36,,,https://www.restaurantesbeef.com/taco.html
TAQUERIA ARANDAS,"07000 de, Av. Talismán 11, Aragón La Villa(Aragón), Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",19.477843399999998,-99.1190527,4.4,2859,PRICE_LEVEL_INEXPENSIVE,,
Tacos El Buen Tono,"Av la Fortuna 130, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, Mexico",19.4808658,-99.1236852,4.4,5978,PRICE_LEVEL_MODERATE,,
Tacos Arandas,"Eje 4 Norte Talismán esquina Amatista, La Estrella, Col. Estrella, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",19.4778166,-99.11907099999999,4.3,96,PRICE_LEVEL_INEXPENSIVE,,
"Taquería ""El Güero""","Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, Mexico",19.480311,-99.1220383,4.7,43,,,
Tacos Talisman,"Calle Granate & Avenida Talismán, Col. Estrella, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",19.4772459,-99.11647769999999,4.1,64,,,
Tacos De Guisado,"Arica 56, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, Mexico",19.4845647,-99.1215931,4.2,5,,,
TACO & CO,"Euzkaro num 53 col, Industrial Vallejo, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4792326,-99.12179909999999,5,1,,,
Arrachera Tacos,"Av Huasteca 247, Industrial, Gustavo A. Madero, 07800 Ciudad de México, CDMX, Mexico",19.4757987,-99.1237407,3.5,4,,,
Tacos El Güero,"Hidalgo 109, Villa Gustavo A. Madero, Gustavo A. Madero, 07000 Ciudad de México, CDMX, Mexico",19.482800299999997,-99.11593839999999,4.6,84,,,https://vm.tiktok.com/ZM6Tvw14j/
"Tacos Dorados de Barbacoa ""El Gran Taquito""","Escuela 2A, Col. Estrella, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",19.475990799999998,-99.11576029999999,4.5,155,,,
TACOS DE CANASTA,"Calz. de los Misterios 833, Villa Gustavo A. Madero, Gustavo A. Madero, 07050 Ciudad de México, CDMX, Mexico",19.4839871,-99.11891120000001,,,,,
"Tacos de Canasta ""Los de Madero""","Fray Juan de Zumárraga #67, Aragón La Villa(Aragón), Gustavo A. Madero, 07000 Ciudad de México, CDMX, Mexico",19.482442499999998,-99.11464079999999,1,1,,,https://www.facebook.com/Tacos-de-canasta-Los-de-Madero-399593183990222/
Tacos de guisado el poblano,"Joyas, Joyas #6, Gustavo A. Madero, 07810 Ciudad de México, CDMX, Mexico",19.4767665,-99.1199302,4.5,2,,,
El rincón del Taco,"Ote. 153 3215A, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.487002699999998,-99.1017985,4.9,13,,,https://www.facebook.com/profile.php?id=61550852650402
Tacos Michoacanos,"Mateo Echaiz 115 B, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.4847476,-99.1017024,4.6,73,,,
Tacos CANOS,"Gral. Vicente Guerrero 143, Martín Carrera, Gustavo A. Madero, 07070 Ciudad de México, CDMX, Mexico",19.4891637,-99.1069845,4.1,94,PRICE_LEVEL_INEXPENSIVE,,https://www.facebook.com/Tacoscanos/
Quesocarnes highlander,"Manuel Fernando de Soto & Calle León Guzmán, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.4827431,-99.09987570000001,4.7,22,,,
Tacos grandes,"Pelícano 216-int E, Granjas Modernas, Gustavo A. Madero, 07460 Ciudad de México, CDMX, Mexico",19.476193500000004,-99.10150019999999,4,1,,,
Tacos Contreras,"San Juan de Aragón, Gustavo A. Madero, 07050 Mexico City, CDMX, Mexico",19.4829389,-99.10684909999999,4,1,,,
El taco norteño,"Gaviotas 97, Granjas Modernas, Gustavo A. Madero, 07460 Ciudad de México, CDMX, Mexico",19.4814696,-99.10494390000001,4.6,514,PRICE_LEVEL_INEXPENSIVE,,
Tacos de cabeza Takeshi,"Ignacio Sierra 24, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.483283399999998,-99.0994241,,,,,
Tacos,"Av. Gral. Martin Carrera 102, Martín Carrera, Gustavo A. Madero, 07070 Ciudad de México, CDMX, Mexico",19.488463799999998,-99.10818890000002,,,,,
Tacos Kike,"Nte. 68, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.487729599999998,-99.0992734,5,3,,,
Tacos La Estrella Jr,"Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.484186899999997,-99.10451979999999,4.7,13,,,
Taquería Arandas,"Cda. Ote. 157 3910, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.4873136,-99.0948207,4.4,2916,PRICE_LEVEL_INEXPENSIVE,,
Los Güeros de Arandas,"Nte. 72-B 7808, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.4856758,-99.097703,4.6,40,,,
Tacos Don Ampelio,"Cda. Ote. 157, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.4875617,-99.0961548,4.7,104,,,
"Tacos "" El cepillo "" de San juan","calle tíber, Av. Gran Canal del Desagüe 600, DM Nacional, José María Morelos y Pavón II, Gustavo A. Madero, 07450 Ciudad de México, CDMX, Mexico",19.479788199999998,-99.0911316,4.6,8,,,
Ojo de Agua,"Calz. San Juan de Aragón 440, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.4794523,-99.09817729999999,4.1,7367,PRICE_LEVEL_MODERATE,,
Tacos los casimiros,"Torres de San Juan, Eje 5 Nte. (Calz. San Juan de Aragón, DM Nacional, Preparatoria 3, Gustavo A. Madero, 07455 Ciudad de México, CDMX, Mexico",19.4777705,-99.09414,4.5,8,,,
La costra del taco,"Puerto Vallarta 69, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4778177,-99.0893691,4.9,19,,,
Tacos Joaquín,"Ote. 159 3729, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.4886768,-99.0961129,5,2,,,
Birrieria el paisita,"Cda. Ote. 157 3814, Salvador Díaz Mirón, Gustavo A. Madero, 07400 Ciudad de México, CDMX, Mexico",19.4875878,-99.0955436,4.1,7,,,
Tacos Casimiro,"DM Nacional, Preparatoria 3, Gustavo A. Madero, 07455 Ciudad de México, CDMX, Mexico",19.4788094,-99.0967819,5,1,,,
Tacos Totis desde 1990,"Juan Nepomuceno 48, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.4808856,-99.0977734,4.4,154,,,
Taquería de mi barrio,"Av. Eduardo Molina 1623, Gustavo A. Madero, DM Nacional, Li Legislatura, Gustavo A. Madero, 07090 Ciudad de México, CDMX, Mexico",19.4848453,-99.093164,1.4,5,,,
"Los chatitos, Tacos y Antojitos","Blas Balcarcel 24, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.483386799999998,-99.09874429999999,4.7,143,,,
Mi Taco Express,"Calz. San Juan de Aragón 442, DM Nacional, San Pedro el Chico, Gustavo A. Madero, 07450 Ciudad de México, CDMX, Mexico",19.4773514,-99.09463339999999,5,1,,,
Tacos El Paisa,"Pto. Tampico 183, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.475783000000003,-99.08007150000002,4.5,1257,PRICE_LEVEL_MODERATE,,
Taqueria Don Luis,"Puerto Manzanillo 61, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4765712,-99.0832686,4.7,485,PRICE_LEVEL_INEXPENSIVE,,
"Tacos de suadero ""el bigoton""","Cam. del Esfuerzo 43, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.4821852,-99.07961039999999,4.5,1047,PRICE_LEVEL_INEXPENSIVE,,
"Tacos ""El Paisa"" (El Moreno)","Cam. Parque Central 153, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.4867104,-99.0819199,4.5,90,,,
Tacos El Jerry,"Barra de Nautla 60, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4761158,-99.0822287,4.6,18,,,
Tacos EDT,"Cam. de La Liga 114, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.480289000000003,-99.0808048,4.2,14,,,
Tacos Lupillo,"Cam. de La Enseñanza 111, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.484265,-99.08079839999999,5,2,,,
"Tacos ""El Toño""","07580, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4803709,-99.082313,5,2,,,
El Padrino Tacos al Carbón,"Pto. Campeche 63, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.476021499999998,-99.07975549999999,4.4,331,PRICE_LEVEL_MODERATE,,
Tacos el amigo,"Cda.Pto.Acapulco 56, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.476475399999998,-99.0844867,5,1,,,
Tacos don alvaro,"07540, La Esmeralda, Gustavo A. Madero, 07540 Ciudad de México, CDMX, Mexico",19.4866989,-99.0855583,,,,,
"Tacos "" San Judas Tadeo""","Pto. Ensenada 112, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.478989100000003,-99.0858183,4,7,,,
"Tacos de ""Don Gus""","La Esmeralda, Gustavo A. Madero, 07540 Ciudad de México, CDMX, Mexico",19.486808399999997,-99.08597259999999,4,2,,,
Tacos y Caldos Roa,"Cda.Pto.Acapulco 101, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4781999,-99.0838276,4.2,303,PRICE_LEVEL_INEXPENSIVE,,
Tacos,"Puerto Manzanillo 60, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.476598499999998,-99.083411,5,1,,,
Tacos Secundaria 185,"Cam. de la Unión 149BIS, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.4863435,-99.07557539999999,5,2,,,
"TACOS ""LA GÜERA"" MERCADO CASAS ALEMAN","Cda.Pto.Acapulco 116-LOCAL 62 MERCADO, Casas Alemán, Gustavo A. Madero, 07580 Ciudad de México, CDMX, Mexico",19.4761337,-99.0835869,,,,,https://www.tiktok.com/@tacos.lagueracasasaleman?is_from_webapp=1&sender_device=pc
Ocotlan Jalisco style stewpot tacos,"Valle del Tigris 151-B, Casas Alemán, 55280 Ciudad de México, CDMX, Mexico",19.4771949,-99.0840511,4.6,89,,,
tacos y carnitas,"Cam. Parque Central 67, Campestre Aragón, Gustavo A. Madero, 07530 Ciudad de México, CDMX, Mexico",19.4858223,-99.0780252,,,,,
Tacos de Guisado La Ballena,"Av Villa de Ayala 4, San Felipe de Jesús, Gustavo A. Madero, 07510 Ciudad de México, CDMX, Mexico",19.4906009,-99.07734930000001,4.3,83,,,
Taco Ranger,"Volcán Paricutín 114, Pradera I Secc, Gustavo A. Madero, 07500 Ciudad de México, CDMX, Mexico",19.4774059,-99.06744139999999,4.7,218,,,
Tacos Ramón,"07560, Av. Volcán de Tacana 59(MZ14 LT16, Amp la Providencia, Gustavo A. Madero, 07550 Ciudad de México, CDMX, Mexico",19.479266499999998,-99.0717142,4.5,54,,,
TACOS PEPÉ,"Sierra Madre Oriental 156, Pradera I Secc, Gustavo A. Madero, 57150 Ciudad de México, CDMX, Mexico",19.4759591,-99.06397659999999,4.4,57,,,
Tacos Los Monchis,"Estado de Morelos 45, Providencia, Gustavo A. Madero, 07550 Ciudad de México, CDMX, Mexico",19.4839557,-99.07191669999999,5,5,,,
"Taqueria,birria y pozole","Hualahuises 382(324, San Felipe de Jesús, Gustavo A. Madero, 07510 Ciudad de México, CDMX, Mexico",19.4898283,-99.07015539999999,4.3,142,,,
"Taqueria y antojitos mexicanos ""EL JAROCHO""","Constitución de la República 675, Providencia, Gustavo A. Madero, 07550 Ciudad de México, CDMX, Mexico",19.482044600000002,-99.0729357,4.7,23,,,
Tacos de guisado y chilaquiles,"Estado de Michoacán, Providencia, Gustavo A. Madero, 07550 Ciudad de México, CDMX, Mexico",19.483112,-99.0687827,4.4,10,,,
Tacos Los de a pie,"Av. Valle de las Zapatas 152, Valle de Aragon 1ra Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4864353,-99.05225159999999,5,11,,,
Tacos Garcia,"Manzana 003, Valle de Aragon 1ra Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4880392,-99.0553113,4.3,687,PRICE_LEVEL_MODERATE,,
Tacos del renegul yiyi,"Tacos La Cima, Manzana 005, Cumbres 2o. Sector Sección C, 57100 Monterrey, N.L, Mexico",19.4872715,-99.0567579,4.8,21,,,
Tacos de Cabeza Valle de Aragón,"Valle Grande 180, Valle de Aragon 1ra Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4897949,-99.0573168,5,1,,,
"Tacos De Cabeza Y Birria ""Chava""","Av. 6, Av. Central esquina, Campestre Guadalupana, 57120 Ciudad de México, Méx., Mexico",19.4847736,-99.0500852,5,10,,,https://www.facebook.com/pages/Tacos%20%22%20Chava%22/100813868885124/
Tacos El Padrino,"Av. Francisco Villa # 104, Campestre Guadalupana, 57120 Cdad. Nezahualcóyotl, Méx., Mexico",19.4839392,-99.05607479999999,4.8,4,,,
"Ricos Tacos Y Tortas ""El Torin""","Manzana 024, Valle de Aragon 1ra Secc, 57100 Ciudad Nezahualcóyotl, State of Mexico, Mexico",19.490668199999998,-99.0501207,5,1,,,
Tacos De Carnitas,"Valle de Mena Manzana 024, Valle de Aragon 1ra Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4860573,-99.0522477,4.5,14,,,
"Tacos de Guisado ""Lulu""","Av. Valle de Santiago 198, Valle de Aragon 1ra Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4886296,-99.0546528,3.7,3,,,
Tako Loko,"Av. Valle de las Zapatas 129-mz 022, MZ 022, Campestre Guadalupana, 57120 Cdad. Nezahualcóyotl, Méx., Mexico",19.4862569,-99.0532332,5,4,,,
Tacos Nieto,"C. Campeche 21, Vergel de Guadalupe, 57150 Cdad. Nezahualcóyotl, Méx., Mexico",19.4758775,-99.0612345,4.5,4,,,
Tacos Del Gordo (macoy),"Av. Francisco Villa 103, Campestre Guadalupana, 57120 Cdad. Nezahualcóyotl, Méx., Mexico",19.4834808,-99.0549195,3.8,6,,,
"Tacos de Carnitas ""Don Toño""","C. 17 97, Jardines de Guadalupe, 57120 Cdad. Nezahualcóyotl, Méx., Mexico",19.48068,-99.0602674,4.7,133,,,
Taqueria Los Molcajetes,"Av. Valle de las Zapatas 113, Valle de Aragon 2da Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4852861,-99.0450226,4.2,1951,PRICE_LEVEL_MODERATE,,
Taqueria El Caporal,"Hda. Mimiahuapan, Impulsora Popular Avicola, 57130 Cdad. Nezahualcóyotl, Méx., Mexico",19.484968300000002,-99.0454256,4.7,427,,,
Taquería Taco'n Madre.,"Av. Hacienda de la Noria s/n, y Hda de Santa Ana, Impulsora, 57130 Cdad. Nezahualcóyotl, Méx., Mexico",19.4794642,-99.0414832,5,1,,,
Tacos don beto,"Av. Valle de San Lorenzo MZ32 LT9 Esq. Plaza del Angel, Manzana 027, Plazas de Aragon, 57139 Cdad. Nezahualcóyotl, Méx., Mexico",19.4859372,-99.0392698,4.4,274,PRICE_LEVEL_INEXPENSIVE,,
"Tacos ""El paisa""","Hda. Purísima 94, Impulsora Popular Avicola, 57130 Cdad. Nezahualcóyotl, Méx., Mexico",19.480573,-99.04366309999999,4.4,15,,,
Taqueria Los Patos,"Av. Hda. de Pastejé 39, Impulsora Popular Avicola, 57130 Cdad. Nezahualcóyotl, Méx., Mexico",19.4842081,-99.0454243,4.4,16,,,
La Planchita,"Av. Valle de las Zapatas Manzana 019, Valle de Aragon 2da Secc, 57100 Cdad. Nezahualcóyotl, Méx., Mexico",19.4850345,-99.043821,4.2,525,PRICE_LEVEL_MODERATE,,
Tacos Benavides,"Impulsora Popular Avicola, 57130 Ciudad Nezahualcóyotl, State of Mexico, Mexico",19.480037,-99.042937,4.6,47,,,
